,web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards,awards_won,mean_norm_ratings,min_max_norm_ratings
521,1618238517-3188,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cell,https://www.goodreads.com/book/show/10567.Cell,Cell,Stephen King,6225,199891,3.66,449,2006,False,Sci-Fi,['nan'],,0.0,3.7159146341463423,2.207317073170735
522,1618238512-3173,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shades of Grey (Shades of Grey, #1)",https://www.goodreads.com/book/show/2113260.Shades_of_Grey,Shades of Grey,Jasper Fforde,4258,32986,4.15,400,2009,True,Adult Fiction,['nan'],"Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)",3.0,6.404939024390245,7.58536585365854
523,1618238677-3784,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,World War Z: An Oral History of the Zombie War,https://www.goodreads.com/book/show/8908.World_War_Z,World War Z: An Oral History of the Zombie War,Max Brooks,26240,459144,4.01,342,2006,True,Horror,['nan'],"Audie Award for Multi-Voiced Performance (2014), Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2009), Lincoln Award Nominee (2012), Seiun Award 星雲賞 Nominee for Best Translated Long Form (2011)",4.0,5.636646341463413,6.048780487804876
524,1618238690-3842,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,V for Vendetta,https://www.goodreads.com/book/show/5805.V_for_Vendetta,V for Vendetta,Alan Moore,5782,275157,4.25,296,2005,True,Politics,['United Kingdom'],"Prometheus Hall of Fame Award (2006), Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)",2.0,6.9537195121951205,8.682926829268293
525,1618238485-3079,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Player Piano,https://www.goodreads.com/book/show/9597.Player_Piano,Player Piano,Kurt Vonnegut Jr.,2040,47695,3.88,341,2006,False,Novels,['nan'],International Fantasy Award Nominee for Fiction (1953),1.0,4.923231707317072,4.621951219512194
526,1618238550-3315,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Alas, Babylon",https://www.goodreads.com/book/show/38169.Alas_Babylon,"Alas, Babylon",Pat Frank,3319,40736,4.08,323,2005,False,Sci-Fi,['nan'],Audie Award for Fiction (2012),1.0,6.020792682926829,6.817073170731708
527,1618238629-3621,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Knife of Never Letting Go (Chaos Walking, #1)",https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,The Knife of Never Letting Go,Patrick Ness,17884,166899,3.97,512,2014,True,Audiobook,['New World'],"Guardian Children's Fiction Prize (2008), Manchester Book Award  Nominee for Longlist (2009), Odyssey Award Nominee (2011), James Tiptree Jr. Award (2008), Milwaukee County Teen Book Award Nominee (2010)
                      ...more
                          Dioraphte Jongerenliteratuurprijs Nominee (2014), Carnegie Medal Nominee (2009), Green Mountain Book Award (2012)
...less",8.0,5.417134146341464,5.609756097560978
528,1618238576-3409,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth,The Forest of Hands and Teeth,Carrie Ryan,8814,83501,3.59,310,2009,True,Fiction,['nan'],"Georgia Peach Book Award Nominee for Honor book (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)",2.0,3.331768292682926,1.4390243902439026
529,1618238726-3974,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Giver (The Giver, #1)",https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry,67030,1884450,4.13,208,2006,True,Young Adult,['nan'],"Newbery Medal (1994), Mythopoeic Fantasy Award Nominee for Children's Literature (1994), Golden Duck Award for Young Adult (Hal Clement Award) (1994), Garden State Book Award for Teen Fiction Grades 6-8 (1996), Buckeye Children's Book Award for Grade 6-8 (1997)
                      ...more
                          Grand Canyon Reader Award for Teen Book (1995), Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995), Golden Sower Award for Young Adult (1995), Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995), Soaring Eagle Book Award Nominee (1996), Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996), Boston Globe-Horn Book Award Nominee for Fiction (1993), New Mexico Land of Enchantment Award (1997), Eliot Rosewater Indiana High School Book Award (1997), William Allen White Children's Book Award (1996), Wyoming Indian Paintbrush Nominee (1996), NSK Neustadt Prize for Children's Literature Nominee (2013), Oklahoma Sequoyah Award for YA (1996), Rebecca Caudill Young Readers' Book Award (1996), Hea Lasteraamat (2010), Premi Protagonista Jove for Categoria 13-14 anys (2016), Margaret A. Edwards Award (2007)
...less",22.0,6.295182926829266,7.365853658536584
530,1618238477-3045,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gate to Women's Country,https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country,The Gate to Women's Country,Sheri S. Tepper,784,12470,4.06,315,1999,False,Fantasy,['nan'],"Locus Award for Best Fantasy Novel (1992), Arthur C. Clarke Award Nominee (1998)",2.0,5.91103658536585,6.597560975609752
531,1618238649-3685,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Battle Royale,https://www.goodreads.com/book/show/57891.Battle_Royale,Battle Royale,Koushun Takami,5209,66848,4.16,617,2003,False,Sci-Fi,['nan'],,0.0,6.459817073170732,7.695121951219513
532,1618238512-3167,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shades of Grey (Shades of Grey, #1)",https://www.goodreads.com/book/show/2113260.Shades_of_Grey,Shades of Grey,Jasper Fforde,4258,32986,4.15,400,2009,True,Sci-Fi,['nan'],"Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)",3.0,6.404939024390245,7.58536585365854
533,1618238634-3641,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Passage (The Passage, #1)",https://www.goodreads.com/book/show/6690798-the-passage,The Passage,Justin Cronin,19639,197293,4.03,766,2010,True,Thriller,['nan'],"Locus Award Nominee for Best SF Novel (2011), Goodreads Choice Award Nominee for Favorite Book and for Science Fiction (2010)",2.0,5.746402439024391,6.268292682926832
534,1618238627-3611,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shatter Me (Shatter Me, #1)",https://www.goodreads.com/book/show/10429045-shatter-me,Shatter Me,Tahereh Mafi,30646,316820,3.94,338,2011,True,Young Adult,['nan'],Arab American Book Award Nominee for Children's/Young Adult (2013),1.0,5.2524999999999995,5.280487804878049
535,1618238558-3346,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Feed,https://www.goodreads.com/book/show/169756.Feed,Feed,M.T. Anderson,6715,59513,3.55,308,2004,False,Sci-Fi,['nan'],"Golden Duck Award for Young Adult (Hal Clement Award) (2003), Los Angeles Times Book Prize for Young Adult Literature (2002), Boston Globe-Horn Book Award Nominee for Fiction (2003), National Book Award Finalist for Young People's Literature (2002), Margaret A. Edwards Award (2019)",5.0,3.1122560975609748,1.0
536,1618238599-3496,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Wither (The Chemical Garden, #1)",https://www.goodreads.com/book/show/8525590-wither,Wither,Lauren DeStefano,8122,99221,3.79,358,2011,True,Fantasy,"['Florida', 'United States']","Rhode Island Teen Book Award Nominee (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2011)",2.0,4.429329268292683,3.634146341463416
537,1618238467-3004,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Coilhunter (The Coilhunter Chronicles, #1)",https://www.goodreads.com/book/show/33977027-coilhunter,Coilhunter,Dean F. Wilson,129,914,4.14,210,2017,True,Sci-Fi,['nan'],,0.0,6.350060975609753,7.475609756097557
538,1618238719-3953,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Fahrenheit 451,https://www.goodreads.com/book/show/13079982-fahrenheit-451,Fahrenheit 451,Ray Bradbury,51177,1784371,3.99,194,2011,False,Sci-Fi Fantasy,['nan'],"Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award for Fiction (Silver) (1953), Retro Hugo Award for Best Novel (2004)",4.0,5.526890243902439,5.829268292682929
539,1618238643-3666,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Anthem,https://www.goodreads.com/book/show/667.Anthem,Anthem,Ayn Rand,9500,135378,3.63,105,1999,False,Sci-Fi,['nan'],"Prometheus Hall of Fame Award (1987), Retro Hugo Award Nominee for Best Novella (2014)",2.0,3.5512804878048776,1.8780487804878052
540,1618238530-3239,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Running Man,https://www.goodreads.com/book/show/11607.The_Running_Man,The Running Man,Richard Bachman,3499,107917,3.88,317,1999,False,Fantasy,['nan'],,0.0,4.923231707317072,4.621951219512194
541,1618238612-3553,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"A Canticle for Leibowitz (St. Leibowitz, #1)",https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,A Canticle for Leibowitz,Walter M. Miller Jr.,4975,97628,3.97,334,2006,True,Speculative Fiction,['nan'],"Hugo Award for Best Novel (1961), Locus Award for All-Time Best Novel (1975)",2.0,5.417134146341464,5.609756097560978
542,1618238640-3654,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gunslinger,https://www.goodreads.com/book/show/43615.The_Gunslinger,The Gunslinger,Stephen King,19698,533647,3.94,231,2003,True,Fantasy,['nan'],,0.0,5.2524999999999995,5.280487804878049
543,1618238701-3881,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Stand,https://www.goodreads.com/book/show/149267.The_Stand,The Stand,Stephen King,22435,646087,4.34,1152,1990,False,Sci-Fi,['nan'],"Locus Award Nominee for Best SF Novel (1979), World Fantasy Award Nominee for Best Novel (1979), Gandalf Award Nominee (1979), Balrog Award Nominee for Best Novel (1979) (1980)",5.0,7.44762195121951,9.67073170731707
544,1618238677-3787,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,World War Z: An Oral History of the Zombie War,https://www.goodreads.com/book/show/8908.World_War_Z,World War Z: An Oral History of the Zombie War,Max Brooks,26240,459144,4.01,342,2006,True,Sci-Fi,['nan'],"Audie Award for Multi-Voiced Performance (2014), Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2009), Lincoln Award Nominee (2012), Seiun Award 星雲賞 Nominee for Best Translated Long Form (2011)",4.0,5.636646341463413,6.048780487804876
545,1618238522-3208,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Diamond Age: Or, a Young Lady's Illustrated Primer",https://www.goodreads.com/book/show/827.The_Diamond_Age,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,3532,86442,4.16,499,2000,False,Fantasy,['nan'],"Hugo Award for Best Novel (1996), Nebula Award Nominee for Best Novel (1996), Locus Award for Best Science Fiction Novel (1996), Arthur C. Clarke Award Nominee (1996), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1996)
                      ...more
                          Prometheus Award Nominee for Best Novel (1996)
...less",6.0,6.459817073170732,7.695121951219513
546,1618238467-3012,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Coilhunter (The Coilhunter Chronicles, #1)",https://www.goodreads.com/book/show/33977027-coilhunter,Coilhunter,Dean F. Wilson,129,914,4.14,210,2017,True,Audiobook,['nan'],,0.0,6.350060975609753,7.475609756097557
547,1618238606-3526,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Children of Men,https://www.goodreads.com/book/show/41913.The_Children_of_Men,The Children of Men,P.D. James,3154,41426,3.69,241,2006,False,Sci-Fi,['nan'],,0.0,3.880548780487805,2.5365853658536595
548,1618238716-3941,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Handmaid's Tale (The Handmaid's Tale, #1)",https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale,Margaret Atwood,74539,1557482,4.12,314,1998,True,Audiobook,['nan'],"Booker Prize Nominee (1986), Nebula Award Nominee for Best Novel (1986), Locus Award Nominee for Best SF Novel (1987), Arthur C. Clarke Award (1987), Audie Award for Fiction (2013)
                      ...more
                          Los Angeles Times Book Prize for Fiction (1986), Prometheus Award Nominee for Best Novel (1987), James Tiptree Jr. Award Nominee for Retrospective (1995), Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985), SF Chronicle Award Nominee for Novel (1987), Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987), CBC Canada Reads Nominee (2002), Metų verstinė knyga Nominee (2012)
...less",13.0,6.24030487804878,7.25609756097561
549,1618238514-3174,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,A Scanner Darkly,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,A Scanner Darkly,Philip K. Dick,3246,93384,4.01,219,2006,False,Sci-Fi,['nan'],"Locus Award Nominee for Best SF Novel (1978), British Science Fiction Association Award for Novel (1978), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978), Graoully d'Or for Roman étranger (1979), Tähtivaeltaja Award (1991)",5.0,5.636646341463413,6.048780487804876
550,1618238555-3342,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Enclave (Razorland, #1)",https://www.goodreads.com/book/show/7137327-enclave,Enclave,Ann Aguirre,5082,68050,3.9,259,2011,True,Horror,['nan'],"RITA Award by Romance Writers of America for Best Young Adult Romance (2012), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)",2.0,5.032987804878048,4.841463414634147
551,1618238480-3060,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Stranger in a Strange Land,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,Stranger in a Strange Land,Robert A. Heinlein,8309,282233,3.92,525,1991,False,Speculative Fiction,['nan'],"Hugo Award for Best Novel (1962), Prometheus Hall of Fame Award (1987)",2.0,5.142743902439023,5.060975609756097
552,1618238604-3518,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Neuromancer (Sprawl, #1)",https://www.goodreads.com/book/show/6088007-neuromancer,Neuromancer,William Gibson,10123,272505,3.9,292,2000,True,Sci-Fi Fantasy,"['Chiba, Tokyo', 'Japan']","Hugo Award for Best Novel (1985), Nebula Award for Best Novel (1984), Locus Award Nominee for Best First Novel and Best SF Novel (1985), British Science Fiction Association Award Nominee for Best Novel (1984), Philip K. Dick Award (1985)
                      ...more
                          John W. Campbell Memorial Award Nominee (1985), Ditmar Award for Best International Long Fiction (1985), SF Chronicle Award for Novel (1985), Tähtivaeltaja Award (1992), Prix Aurora Award Nominee (1985), Seiun Award 星雲賞 for Best Translated Long Story (1987)
...less",11.0,5.032987804878048,4.841463414634147
553,1618238683-3804,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Oryx and Crake (MaddAddam, #1)",https://www.goodreads.com/book/show/46756.Oryx_and_Crake,Oryx and Crake,Margaret Atwood,13951,231236,4.01,389,2004,True,Fiction,['nan'],"Booker Prize Nominee (2003), Orange Prize Nominee for Fiction Shortlist (2004), Sunburst Award Nominee for Canadian Novel (2004), Scotiabank Giller Prize Nominee (2003), Grand Prix de l'Imaginaire Nominee for Roman étranger (2006)",5.0,5.636646341463413,6.048780487804876
554,1618238470-3014,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Ship Breaker (Ship Breaker, #1)",https://www.goodreads.com/book/show/7095831-ship-breaker,Ship Breaker,Paolo Bacigalupi,4485,43650,3.73,326,2010,True,Young Adult,"['New Orleans, Louisiana', 'United States']","Locus Award for Best Young Adult Book (2011), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (2013), Golden Duck Award Nominee for Young Adult (Hal Clement Award) (2011), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2010), Michael L. Printz Award (2011)
                      ...more
                          Rhode Island Teen Book Award Nominee (2012), Lincoln Award Nominee (2013), Andre Norton Award Nominee (2010), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2010), National Book Award Finalist for Young People's Literature (2010), Missouri Gateway Readers Award Nominee (2013)
...less",11.0,4.100060975609757,2.975609756097562
555,1618238571-3388,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Man in the High Castle,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,The Man in the High Castle,Philip K. Dick,12097,184014,3.62,259,1992,False,Classics,['nan'],"Hugo Award for Best Novel (1963), Tähtivaeltaja Award (1993)",2.0,3.496402439024391,1.7682926829268322
556,1618238470-3018,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Ship Breaker (Ship Breaker, #1)",https://www.goodreads.com/book/show/7095831-ship-breaker,Ship Breaker,Paolo Bacigalupi,4485,43650,3.73,326,2010,True,Adventure,"['New Orleans, Louisiana', 'United States']","Locus Award for Best Young Adult Book (2011), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (2013), Golden Duck Award Nominee for Young Adult (Hal Clement Award) (2011), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2010), Michael L. Printz Award (2011)
                      ...more
                          Rhode Island Teen Book Award Nominee (2012), Lincoln Award Nominee (2013), Andre Norton Award Nominee (2010), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2010), National Book Award Finalist for Young People's Literature (2010), Missouri Gateway Readers Award Nominee (2013)
...less",11.0,4.100060975609757,2.975609756097562
557,1618238614-3557,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cat's Cradle,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,Cat's Cradle,Kurt Vonnegut Jr.,11336,348319,4.16,179,1999,False,Humor,['nan'],Hugo Award Nominee for Best Novel (1964),1.0,6.459817073170732,7.695121951219513
558,1618238703-3891,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Maze Runner (The Maze Runner, #1)",https://www.goodreads.com/book/show/6186357-the-maze-runner,The Maze Runner,James Dashner,56889,1135857,4.03,384,2009,True,Mystery,['nan'],"Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011)
                      ...more
                          Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)
...less",9.0,5.746402439024391,6.268292682926832
559,1618238614-3558,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cat's Cradle,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,Cat's Cradle,Kurt Vonnegut Jr.,11336,348319,4.16,179,1999,False,Literature,['nan'],Hugo Award Nominee for Best Novel (1964),1.0,6.459817073170732,7.695121951219513
560,1618238512-3169,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shades of Grey (Shades of Grey, #1)",https://www.goodreads.com/book/show/2113260.Shades_of_Grey,Shades of Grey,Jasper Fforde,4258,32986,4.15,400,2009,True,Mystery,['nan'],"Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)",3.0,6.404939024390245,7.58536585365854
561,1618238690-3836,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,V for Vendetta,https://www.goodreads.com/book/show/5805.V_for_Vendetta,V for Vendetta,Alan Moore,5782,275157,4.25,296,2005,True,Fiction,['United Kingdom'],"Prometheus Hall of Fame Award (2006), Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)",2.0,6.9537195121951205,8.682926829268293
562,1618238496-3106,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The V Girl: A Coming Of Age Story,https://www.goodreads.com/book/show/25437891-the-v-girl,The V Girl: A Coming Of Age Story,Mya Robarts,1329,11679,4.02,340,2015,False,Young Adult,['nan'],,0.0,5.691524390243899,6.158536585365849
563,1618238685-3822,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Never Let Me Go,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,Never Let Me Go,Kazuo Ishiguro,33698,506489,3.83,288,2010,False,Literature,['nan'],"Booker Prize Nominee (2005), Locus Award Nominee for Best SF Novel (2006), Arthur C. Clarke Award Nominee (2006), James Tait Black Memorial Prize Nominee for Fiction (2005), ALA Alex Award (2006)
                      ...more
                          National Book Critics Circle Award Nominee for Fiction (2005), Corine Internationaler Buchpreis for Belletristik (2006), International Dublin Literary Award Nominee (2007)
...less",8.0,4.648841463414634,4.073170731707319
564,1618238517-3193,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cell,https://www.goodreads.com/book/show/10567.Cell,Cell,Stephen King,6225,199891,3.66,449,2006,False,Sci-Fi,['nan'],,0.0,3.7159146341463423,2.207317073170735
565,1618238721-3956,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Brave New World,https://www.goodreads.com/book/show/5129.Brave_New_World,Brave New World,Aldous Huxley,32941,1508925,3.99,268,1998,False,Sci-Fi,['nan'],,0.0,5.526890243902439,5.829268292682929
566,1618238732-3995,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Hunger Games (The Hunger Games, #1)",https://www.goodreads.com/book/show/2767052-the-hunger-games,The Hunger Games,Suzanne Collins,175476,6683135,4.32,374,2008,True,Fiction,"['District 12, Panem', 'Capitol, Panem', 'Panem', 'United States']","Locus Award Nominee for Best Young Adult Book (2009), Georgia Peach Book Award (2009), Buxtehuder Bulle (2009), Golden Duck Award for Young Adult (Hal Clement Award) (2009), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)
                      ...more
                          Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010), Red House Children's Book Award for Older Readers & Overall (2010), South Carolina Book Award for Junior and Young Adult Book (2011), Charlotte Award (2010), Colorado Blue Spruce Young Adult Book Award (2010), Teen Buckeye Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2010), Rhode Island Teen Book Award (2010), Dorothy Canfield Fisher Children's Book Award (2010), Evergreen Teen Book Award (2011), Soaring Eagle Book Award (2009), Milwaukee County Teen Book Award Nominee (2010), Sakura Medal for Middle School Book (2010), Michigan Library Association Thumbs Up! Award (2009), Florida Teens Read (2009), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010), Iowa High School Book Award (2011), New Mexico Land of Enchantment Award for Young Adult (2011), Eliot Rosewater Indiana High School Book Award (2010), The Inky Awards for Silver Inky (2009), California Young Readers Medal for Young Adult (2011), Lincoln Award (2011), Kinderboekwinkelprijs (2010), Missouri Truman Readers Award (2011), CYBILS Award for Young Adult Fantasy & Science Fiction (2008), Literaturpreis der Jury der jungen Leser for Jugendbuch (2010), The Inky Awards Shortlist for Silver Inky (2009), Prix Et-lisez-moi (2011), Missouri Gateway Readers Award (2011), Oklahoma Sequoyah Award for High School and Intermediate (2011), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009), Rebecca Caudill Young Readers' Book Award (2011), LovelyBooks Leserpreis for Fantasy (2009), LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009), Premi Protagonista Jove for Categoria 13-14 anys (2010)
...less",41.0,7.337865853658537,9.451219512195124
567,1618238680-3801,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Ready Player One (Ready Player One, #1)",https://www.goodreads.com/book/show/9969571-ready-player-one,Ready Player One,Ernest Cline,90512,927098,4.25,374,2011,True,Sci-Fi Fantasy,"['Columbus, Ohio,', '2045', 'United States', 'Oklahoma City, Oklahoma,', '2045', 'United States']","Locus Award Nominee for Best First Novel (2012), John W. Campbell Memorial Award Nominee (2012), Prometheus Award for Best Novel (2012), ALA Alex Award (2012), Lincoln Award Nominee (2014)
                      ...more
                          Tähtivaeltaja Award Nominee (2013), Mary Shelley Award for Outstanding Fictional Work (2016), Premi Ictineu for Millor novel·la traduïda (2017), Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011), Green Mountain Book Award Nominee (2015), Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)
...less",11.0,6.9537195121951205,8.682926829268293
568,1618238651-3697,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,I Am Legend and Other Stories,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,I Am Legend and Other Stories,Richard Matheson,5044,121594,4.0,317,1997,False,Paranormal,['nan'],,0.0,5.581768292682926,5.939024390243903
569,1618238719-3952,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Fahrenheit 451,https://www.goodreads.com/book/show/13079982-fahrenheit-451,Fahrenheit 451,Ray Bradbury,51177,1784371,3.99,194,2011,False,Adult,['nan'],"Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award for Fiction (Silver) (1953), Retro Hugo Award for Best Novel (2004)",4.0,5.526890243902439,5.829268292682929
570,1618238621-3584,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Host,https://www.goodreads.com/book/show/1656001.The_Host,The Host,Stephenie Meyer,41835,923937,3.84,619,2008,True,Young Adult,"['Arizona', 'United States']",,0.0,4.7037195121951205,4.1829268292682915
571,1618238467-3013,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Coilhunter (The Coilhunter Chronicles, #1)",https://www.goodreads.com/book/show/33977027-coilhunter,Coilhunter,Dean F. Wilson,129,914,4.14,210,2017,True,Business,['nan'],,0.0,6.350060975609753,7.475609756097557
572,1618238525-3220,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Planet of the Apes,https://www.goodreads.com/book/show/414895.Planet_of_the_Apes,Planet of the Apes,Pierre Boulle,1592,34912,3.96,268,2001,False,Sci-Fi Fantasy,['nan'],,0.0,5.362256097560975,5.5
